date_time,close,return_1h,alpha100_taker_buy_quote_asset_volume___return_1h_pred_rtn,alpha100_number_of_trades___return_1h_pred_rtn,alpha100_quote_asset_volume___return_1h_pred_rtn,alpha052_taker_buy_base_asset_volume___return_1h_pred_rtn,alpha060_number_of_trades___return_1h_pred_rtn,alpha100_taker_buy_quote_asset_volume___return_1h_pred_rtn_sta_rtn,alpha100_taker_buy_quote_asset_volume___return_1h_pred_rtn_cum_rtn,alpha100_number_of_trades___return_1h_pred_rtn_sta_rtn,alpha100_number_of_trades___return_1h_pred_rtn_cum_rtn,alpha100_quote_asset_volume___return_1h_pred_rtn_sta_rtn,alpha100_quote_asset_volume___return_1h_pred_rtn_cum_rtn,alpha052_taker_buy_base_asset_volume___return_1h_pred_rtn_sta_rtn,alpha052_taker_buy_base_asset_volume___return_1h_pred_rtn_cum_rtn,alpha060_number_of_trades___return_1h_pred_rtn_sta_rtn,alpha060_number_of_trades___return_1h_pred_rtn_cum_rtn,bas_cum_rtn
2024-01-01 00:01:00,42503.5,0.0044784232169021,-1.7319635122995545e-05,-7.391942089372052e-06,6.245291722888162e-06,2.7254344974686285e-06,-1.0407114352251417e-05,,,,,,,,,,,0.0044784232169021
2024-01-01 01:01:00,42647.9,0.0033973672756362,-1.7319635122995545e-05,-7.391942089372052e-06,1.6540969503767833e-05,2.7254344974686285e-06,7.169870178937183e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078757904925383
2024-01-01 02:01:00,42620.4,-0.0006448148677895,-1.1541648940437775e-05,-7.391942089372052e-06,1.4618912690754888e-05,-4.017140871948349e-06,3.0827242423713264e-07,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.00032740743389475004,-0.00032740743389475004,0.0072309756247488
2024-01-01 03:01:00,42369.8,-0.0058798134226801,-2.1455955839959497e-05,-1.5178374171184036e-05,5.241931304126104e-06,-4.017140871948349e-06,5.983409275018904e-05,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-5e-06,-0.00033240743389475005,0.0013511622020686998
2024-01-01 04:01:00,42436.6,0.0015765946499628,-1.7319635122995545e-05,-1.7362635199231e-05,6.245291722888162e-06,2.7254344974686285e-06,-3.338242449841776e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007832973249813999,0.0004508898910866499,0.0029277568520314997
2024-01-01 05:01:00,42272.6,-0.0038645885862674,7.193262888243959e-05,-1.7362635199231e-05,1.6540969503767833e-05,2.7254344974686285e-06,7.169870178937183e-05,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-5e-06,0.0004458898910866499,-0.0009368317342359003
2024-01-01 06:01:00,42423.3,0.0035649569697631,-3.14254954833065e-05,-2.1311590665755012e-05,-1.5041474456961994e-06,2.7254344974686285e-06,-2.0829365591364622e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00177747848488155,0.0022233683759682,0.0026281252355271996
2024-01-01 07:01:00,42527.0,0.0024444114437112,-2.7875660577112677e-05,-2.1311590665755012e-05,-2.3637489960672448e-05,2.7254344974686285e-06,-2.0636680821074048e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5e-06,0.0022183683759682002,0.005072536679238399
2024-01-01 08:01:00,42588.2,0.0014390857572834,1.2775164311809371e-05,-2.1311590665755012e-05,6.245291722888162e-06,2.7254344974686285e-06,-2.0829365591364622e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022183683759682002,0.006511622436521799
2024-01-01 09:01:00,42688.8,0.002362156653721,-7.54018061409238e-05,-2.1311590665755012e-05,-2.250652221759923e-05,2.7254344974686285e-06,9.1473752113231e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022183683759682002,0.008873779090242798
