date_time,close,return_1h,alpha100_taker_buy_quote_asset_volume___return_1h_pred_rtn,alpha100_number_of_trades___return_1h_pred_rtn,alpha100_quote_asset_volume___return_1h_pred_rtn,alpha052_taker_buy_base_asset_volume___return_1h_pred_rtn,alpha060_number_of_trades___return_1h_pred_rtn,alpha100_taker_buy_quote_asset_volume___return_1h_pred_rtn_sta_rtn,alpha100_taker_buy_quote_asset_volume___return_1h_pred_rtn_cum_rtn,alpha100_number_of_trades___return_1h_pred_rtn_sta_rtn,alpha100_number_of_trades___return_1h_pred_rtn_cum_rtn,alpha100_quote_asset_volume___return_1h_pred_rtn_sta_rtn,alpha100_quote_asset_volume___return_1h_pred_rtn_cum_rtn,alpha052_taker_buy_base_asset_volume___return_1h_pred_rtn_sta_rtn,alpha052_taker_buy_base_asset_volume___return_1h_pred_rtn_cum_rtn,alpha060_number_of_trades___return_1h_pred_rtn_sta_rtn,alpha060_number_of_trades___return_1h_pred_rtn_cum_rtn,bas_cum_rtn
2024-01-01 00:01:00,42503.5,0.004478423216902172,-1.7319635122995545e-05,-7.391942089372052e-06,6.245291722888162e-06,2.7254344974686285e-06,-1.0407114352251417e-05,,,,,,,,,,,0.004478423216902172
2024-01-01 01:01:00,42647.9,0.0033973672756362205,-1.7319635122995545e-05,-7.391942089372052e-06,1.6540969503767833e-05,2.7254344974686285e-06,7.169870178937183e-05,-0.0033973672756362205,-0.0033973672756362205,-0.0033973672756362205,-0.0033973672756362205,0.0033973672756362205,0.0033973672756362205,0.0033973672756362205,0.0033973672756362205,-0.0033973672756362205,-0.0033973672756362205,0.007875790492538393
2024-01-01 02:01:00,42620.4,-0.000644814867789556,-1.1541648940437775e-05,-7.391942089372052e-06,1.4618912690754887e-05,-4.017140871948349e-06,3.0827242423713264e-07,0.000644814867789556,-0.0027525524078466646,0.000644814867789556,-0.0027525524078466646,-0.000644814867789556,0.0027525524078466646,-0.000644814867789556,0.0027525524078466646,-0.000644814867789556,-0.0040421821434257765,0.007230975624748837
2024-01-01 03:01:00,42369.8,-0.00587981342268018,-2.1455955839959497e-05,-1.5178374171184035e-05,5.241931304126104e-06,-4.017140871948349e-06,5.9834092750189036e-05,0.00587981342268018,0.0031272610148335156,0.00587981342268018,0.0031272610148335156,-0.00587981342268018,-0.0031272610148335156,0.00587981342268018,0.008632365830526845,-0.00587981342268018,-0.009921995566105957,0.0013511622020686564
2024-01-01 04:01:00,42436.6,0.001576594649962848,-1.7319635122995545e-05,-1.7362635199231e-05,6.245291722888162e-06,2.7254344974686285e-06,-3.338242449841776e-05,-0.001576594649962848,0.0015506663648706676,-0.001576594649962848,0.0015506663648706676,0.001576594649962848,-0.0015506663648706676,-0.001576594649962848,0.007055771180563997,0.001576594649962848,-0.008345400916143109,0.0029277568520315045
2024-01-01 05:01:00,42272.6,-0.003864588586267481,7.193262888243959e-05,-1.7362635199231e-05,1.6540969503767833e-05,2.7254344974686285e-06,7.169870178937183e-05,0.003864588586267481,0.005415254951138149,0.003864588586267481,0.005415254951138149,-0.003864588586267481,-0.005415254951138149,-0.003864588586267481,0.0031911825942965155,0.003864588586267481,-0.0044808123298756275,-0.0009368317342359767
2024-01-01 06:01:00,42423.3,0.003564956969763111,-3.14254954833065e-05,-2.1311590665755015e-05,-1.5041474456961994e-06,2.7254344974686285e-06,-2.0829365591364622e-05,0.003564956969763111,0.00898021192090126,-0.003564956969763111,0.0018502979813750375,0.003564956969763111,-0.0018502979813750375,0.003564956969763111,0.006756139564059627,0.003564956969763111,-0.0009158553601125163,0.0026281252355271345
2024-01-01 07:01:00,42527.0,0.002444411443711214,-2.7875660577112673e-05,-2.1311590665755015e-05,-2.3637489960672448e-05,2.7254344974686285e-06,-2.0636680821074048e-05,-0.002444411443711214,0.006535800477190046,-0.002444411443711214,-0.0005941134623361766,-0.002444411443711214,-0.004294709425086252,0.002444411443711214,0.00920055100777084,-0.002444411443711214,-0.0033602668038237304,0.005072536679238349
2024-01-01 08:01:00,42588.2,0.0014390857572834648,1.2775164311809371e-05,-2.1311590665755015e-05,6.245291722888162e-06,2.7254344974686285e-06,-2.0829365591364622e-05,-0.0014390857572834648,0.005096714719906581,-0.0014390857572834648,-0.0020331992196196413,-0.0014390857572834648,-0.005733795182369716,0.0014390857572834648,0.010639636765054306,-0.0014390857572834648,-0.004799352561107195,0.006511622436521813
2024-01-01 09:01:00,42688.8,0.0023621566537210814,-7.54018061409238e-05,-2.1311590665755015e-05,-2.250652221759923e-05,2.7254344974686285e-06,9.147375211323101e-05,0.0023621566537210814,0.007458871373627662,-0.0023621566537210814,-0.004395355873340723,0.0023621566537210814,-0.003371638528648635,0.0023621566537210814,0.013001793418775387,-0.0023621566537210814,-0.007161509214828277,0.008873779090242895
